--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ITEM
Set #133 - Solaceon Ruins Grass/Cave (rate=10) - DRAGONAIR Lv20, SEALEO Lv21, ABOMASNOW Lv22, WIGGLYTUFF Lv23, VENONAT Lv24, DUNSPARCE Lv25, FROSLASS Lv26, RAYQUAZA Lv27, CLOYSTER Lv28, HAPPINY Lv29, TYPHLOSION Lv30, TYROGUE Lv30
Set #134 - Solaceon Ruins Swarm/Radar/GBA (rate=10) - SHUPPET Lv20, EXEGGCUTE Lv21, PELIPPER Lv24, PICHU Lv25, SEADRA Lv30, BULBASAUR Lv30, LAPRAS Lv28, GOLEM Lv29, WOBBUFFET Lv28, NUZLEAF Lv29, METAGROSS Lv28, MAWILE Lv29, CACNEA Lv28, CORSOLA Lv29, GRUMPIG Lv28, BUIZEL Lv29
Set #135 - Solaceon Ruins Grass/Cave (rate=10) - TOGETIC Lv20, NINJASK Lv21, WEAVILE Lv22, VESPIQUEN Lv23, DRIFLOON Lv24, ZANGOOSE Lv25, LUGIA Lv26, EKANS Lv27, MR. MIME Lv28, CORSOLA Lv29, DEOXYS Lv30, LUMINEON Lv30
Set #136 - Solaceon Ruins Swarm/Radar/GBA (rate=10) - PACHIRISU Lv20, STARLY Lv21, HAUNTER Lv24, KINGLER Lv25, MASQUERAIN Lv30, CHINCHOU Lv30, FINNEON Lv28, BIDOOF Lv29, PLUSLE Lv28, SILCOON Lv29, TOGEKISS Lv28, GRIMER Lv29, BELDUM Lv28, CLAMPERL Lv29, ARIADOS Lv28, NIDORINA Lv29
Set #137 - Solaceon Ruins Grass/Cave (rate=10) - MISMAGIUS Lv20, FLAREON Lv21, LARVITAR Lv22, BUDEW Lv23, FEAROW Lv24, LOUDRED Lv25, SWELLOW Lv26, MANTINE Lv27, POOCHYENA Lv28, SMOOCHUM Lv29, GROUDON Lv30, BAYLEEF Lv30
Set #138 - Solaceon Ruins Swarm/Radar/GBA (rate=10) - NIDORINA Lv20, SLOWBRO Lv21, CROBAT Lv24, FARFETCH’D Lv25, DRATINI Lv30, GALLADE Lv30, SLOWPOKE Lv28, WEEZING Lv29, HOOTHOOT Lv28, DODUO Lv29, RALTS Lv28, SHROOMISH Lv29, HORSEA Lv28, TENTACRUEL Lv29, SHIELDON Lv28, IVYSAUR Lv29
Set #139 - Solaceon Ruins Grass/Cave (rate=10) - ZAPDOS Lv20, SKIPLOOM Lv21, BIBAREL Lv22, REMORAID Lv23, STUNKY Lv24, AIPOM Lv25, DEWGONG Lv26, CORSOLA Lv27, TEDDIURSA Lv28, NIDOKING Lv29, PARAS Lv30, SHELGON Lv30
Set #140 - Solaceon Ruins Swarm/Radar/GBA (rate=10) - SENTRET Lv20, NINCADA Lv21, VENONAT Lv24, COMBUSKEN Lv25, LINOONE Lv30, CLAYDOL Lv30, LOTAD Lv28, MR. MIME Lv29, KOFFING Lv28, SNORUNT Lv29, ARON Lv28, WOOPER Lv29, HOUNDOOM Lv28, BLAZIKEN Lv29, VIGOROTH Lv28, HAPPINY Lv29
Set #141 - Solaceon Ruins Grass/Cave (rate=10) - PARAS Lv20, TOXICROAK Lv21, WEEPINBELL Lv22, CROAGUNK Lv23, MAGNEZONE Lv24, GOLDUCK Lv25, LEAFEON Lv26, ARON Lv27, UNOWN Lv28, STANTLER Lv29, RAICHU Lv30, SANDSLASH Lv30
Set #142 - Solaceon Ruins Swarm/Radar/GBA (rate=10) - LUXIO Lv20, NIDORAN♂ Lv21, BURMY Lv24, SILCOON Lv25, JIGGLYPUFF Lv30, REGICE Lv30, REGIROCK Lv28, MANECTRIC Lv29, HAUNTER Lv28, OCTILLERY Lv29, POOCHYENA Lv28, MURKROW Lv29, AIPOM Lv28, TRAPINCH Lv29, KINGDRA Lv28, TROPIUS Lv29
Set #143 - Solaceon Ruins Grass/Cave (rate=10) - FEAROW Lv20, FROSLASS Lv21, POLITOED Lv22, PIDGEOTTO Lv23, SURSKIT Lv24, SLAKOTH Lv25, SUNKERN Lv26, VIBRAVA Lv27, MESPRIT Lv28, MANAPHY Lv29, SHUCKLE Lv30, NIDORINA Lv30
Set #144 - Solaceon Ruins Swarm/Radar/GBA (rate=10) - SCIZOR Lv20, PSYDUCK Lv21, RAMPARDOS Lv24, SANDSHREW Lv25, CELEBI Lv30, PILOSWINE Lv30, SLOWBRO Lv28, SNOVER Lv29, GOLDEEN Lv28, FROSLASS Lv29, TENTACRUEL Lv28, GLISCOR Lv29, NINCADA Lv28, MUK Lv29, FLAAFFY Lv28, DIALGA Lv29
Set #145 - Solaceon Ruins Grass/Cave (rate=10) - GOREBYSS Lv20, LOMBRE Lv21, GIBLE Lv22, AIPOM Lv23, SENTRET Lv24, UNOWN Lv25, SKITTY Lv26, CARVANHA Lv27, WURMPLE Lv28, ARTICUNO Lv29, CELEBI Lv30, SUNKERN Lv30
Set #146 - Solaceon Ruins Swarm/Radar/GBA (rate=10) - TANGROWTH Lv20, STARYU Lv21, KAKUNA Lv24, PICHU Lv25, URSARING Lv30, HITMONCHAN Lv30, RATICATE Lv28, ELEKID Lv29, CHARMANDER Lv28, LICKITUNG Lv29, INFERNAPE Lv28, AZUMARILL Lv29, QUAGSIRE Lv28, TOGEPI Lv29, MAGCARGO Lv28, BRONZONG Lv29
Set #147 - Solaceon Ruins Grass/Cave (rate=10) - BUNEARY Lv20, COMBEE Lv21, CHINCHOU Lv22, MANKEY Lv23, MASQUERAIN Lv24, RAYQUAZA Lv25, EEVEE Lv26, MILTANK Lv27, GOLBAT Lv28, SALAMENCE Lv29, CLEFABLE Lv30, IGGLYBUFF Lv30
Set #148 - Solaceon Ruins Swarm/Radar/GBA (rate=10) - TANGELA Lv20, NIDORINO Lv21, SURSKIT Lv24, SEEDOT Lv25, CHERRIM Lv30, BIBAREL Lv30, SLUGMA Lv28, SPHEAL Lv29, LAPRAS Lv28, SANDSLASH Lv29, VESPIQUEN Lv28, AMPHAROS Lv29, PROBOPASS Lv28, BRONZOR Lv29, GLOOM Lv28, SNEASEL Lv29
Set #149 - Victory Road Grass/Cave (rate=15) - GLACEON Lv40, QUILAVA Lv41, DARKRAI Lv42, GROTLE Lv41, BALTOY Lv42, UXIE Lv41, HIPPOWDON Lv43, RIOLU Lv43, SALAMENCE Lv42, NATU Lv41, LEDYBA Lv42, AMPHAROS Lv41
Set #150 - Victory Road Swarm/Radar/GBA (rate=15) - CHIMCHAR Lv40, PORYGON2 Lv41, HITMONLEE Lv42, SUNFLORA Lv41, BUIZEL Lv42, SMEARGLE Lv41, WURMPLE Lv42, ZANGOOSE Lv41, DUSCLOPS Lv42, SLUGMA Lv41, DUSKNOIR Lv42, TANGROWTH Lv41, VOLTORB Lv42, DODUO Lv41, HARIYAMA Lv42, HIPPOWDON Lv41
Set #151 - Victory Road Grass/Cave (rate=15) - TOGEPI Lv41, FLOATZEL Lv42, MEDICHAM Lv41, RATTATA Lv42, BIDOOF Lv44, ELECTABUZZ Lv43, LOTAD Lv44, KRICKETUNE Lv43, RAMPARDOS Lv42, CRADILY Lv43, GENGAR Lv42, KABUTO Lv43
Set #152 - Victory Road Swarm/Radar/GBA (rate=15) - MURKROW Lv41, CRADILY Lv42, CHARMELEON Lv44, BULBASAUR Lv43, GIRATINA Lv42, LUNATONE Lv43, MONFERNO Lv42, FERALIGATR Lv43, KYOGRE Lv42, NINJASK Lv43, ZUBAT Lv42, WAILORD Lv43, CARVANHA Lv42, TOGEPI Lv43, IGGLYBUFF Lv42, GLAMEOW Lv43
Set #153 - Victory Road Grass/Cave (rate=15) - XATU Lv42, PURUGLY Lv41, TOGETIC Lv41, PINSIR Lv43, REGISTEEL Lv42, SHROOMISH Lv44, FLYGON Lv44, MEOWTH Lv43, ENTEI Lv44, KADABRA Lv43, MOLTRES Lv44, VICTREEBEL Lv43
Set #154 - Victory Road Swarm/Radar/GBA (rate=15) - PIDGEOTTO Lv42, WALREIN Lv41, PARASECT Lv42, HITMONTOP Lv44, NIDORINO Lv44, TOGETIC Lv43, ESPEON Lv44, SHROOMISH Lv43, AMPHAROS Lv44, JIRACHI Lv43, ARCEUS Lv44, HORSEA Lv43, WOOPER Lv44, EEVEE Lv43, CELEBI Lv44, TORTERRA Lv43
Set #155 - Victory Road Surfing (rate=15) - SPINARAK Lvs 30-50, VENOMOTH Lvs 30-50, NINCADA Lvs 30-50, SPIRITOMB Lvs 30-50, SKIPLOOM Lvs 30-50
Set #156 - Victory Road Old Rod (rate=25) - LOUDRED Lvs 4-6, WHISCASH Lvs 3-7, DEOXYS Lvs 5-10, GIRAFARIG Lvs 5-10, KABUTOPS Lvs 5-15
Set #157 - Victory Road Good Rod (rate=55) - TEDDIURSA Lvs 15-20, MAGIKARP Lvs 15-20, MAMOSWINE Lvs 10-25, LATIAS Lvs 10-25, SPINARAK Lvs 10-25
Set #158 - Victory Road Super Rod (rate=75) - JIRACHI Lvs 30-40, METAGROSS Lvs 30-40, SKIPLOOM Lvs 40-55, KRICKETUNE Lvs 40-55, CATERPIE Lvs 40-55
Set #159 - Victory Road Grass/Cave (rate=15) - TURTWIG Lv48, TOGETIC Lv47, VENOMOTH Lv47, MEW Lv49, ARBOK Lv48, SURSKIT Lv50, RIOLU Lv50, SCIZOR Lv49, DRATINI Lv50, LEDIAN Lv49, SWABLU Lv50, MACHAMP Lv49
Set #160 - Victory Road Swarm/Radar/GBA (rate=15) - GABITE Lv48, QUAGSIRE Lv47, GOLDEEN Lv48, PINSIR Lv50, ARCANINE Lv50, DUGTRIO Lv49, SHAYMIN Lv50, FURRET Lv49, CHERUBI Lv50, PALKIA Lv49, TORCHIC Lv50, SCIZOR Lv49, ZUBAT Lv50, GRUMPIG Lv49, CACTURNE Lv50, TENTACOOL Lv49
Set #161 - Victory Road Surfing (rate=15) - CASTFORM Lvs 35-55, CYNDAQUIL Lvs 35-55, HYPNO Lvs 35-55, ARCANINE Lvs 35-55, AERODACTYL Lvs 35-55
Set #162 - Victory Road Old Rod (rate=25) - VENONAT Lvs 4-6, SANDSLASH Lvs 3-7, GENGAR Lvs 5-10, BASTIODON Lvs 5-10, NIDORAN♀ Lvs 5-15
Set #163 - Victory Road Good Rod (rate=55) - DRIFBLIM Lvs 15-20, ELECTABUZZ Lvs 15-20, CAMERUPT Lvs 10-25, ONIX Lvs 10-25, DARKRAI Lvs 10-25
Set #164 - Victory Road Super Rod (rate=75) - GLACEON Lvs 30-40, MAREEP Lvs 30-40, DROWZEE Lvs 40-55, WYNAUT Lvs 40-55, JOLTEON Lvs 40-55
Set #165 - Victory Road Grass/Cave (rate=15) - PORYGON2 Lv47, MINUN Lv47, MAGNEMITE Lv49, HERACROSS Lv48, SHARPEDO Lv50, WEEPINBELL Lv48, UXIE Lv50, KABUTOPS Lv49, KIRLIA Lv50, SLOWPOKE Lv50, PRIMEAPE Lv50, AZURILL Lv50
Set #166 - Victory Road Swarm/Radar/GBA (rate=15) - SEVIPER Lv47, STARAPTOR Lv47, MOLTRES Lv50, GLIGAR Lv48, SHEDINJA Lv50, JUMPLUFF Lv50, SUICUNE Lv50, CACTURNE Lv50, NIDOQUEEN Lv50, URSARING Lv50, LAPRAS Lv50, GLAMEOW Lv50, DUSTOX Lv50, SABLEYE Lv50, HYPNO Lv50, ELECTABUZZ Lv50
Set #167 - Victory Road Grass/Cave (rate=15) - FLYGON Lv47, AZELF Lv47, MEOWTH Lv49, GLIGAR Lv48, NINETALES Lv50, WAILMER Lv48, SANDSHREW Lv49, DRAGONAIR Lv49, MAGNEMITE Lv50, ALAKAZAM Lv50, PRINPLUP Lv50, LICKITUNG Lv50
Set #168 - Victory Road Swarm/Radar/GBA (rate=15) - SHARPEDO Lv47, MEOWTH Lv47, CLEFFA Lv50, SLAKOTH Lv48, PILOSWINE Lv50, SCYTHER Lv50, KANGASKHAN Lv50, MAMOSWINE Lv50, SWABLU Lv50, EXEGGUTOR Lv50, QUILAVA Lv50, URSARING Lv50, SNEASEL Lv50, PIDGEOT Lv50, VIGOROTH Lv50, OMASTAR Lv50
Set #169 - Ravaged Path Grass/Cave (rate=10) - ALTARIA Lv4, SHEDINJA Lv4, PARAS Lv5, CRANIDOS Lv5, FLOATZEL Lv3, GEODUDE Lv3, MUNCHLAX Lv6, EXEGGUTOR Lv6, ROTOM Lv6, PHIONE Lv6, SANDSHREW Lv6, IVYSAUR Lv6
Set #170 - Ravaged Path Swarm/Radar/GBA (rate=10) - CUBONE Lv4, HITMONLEE Lv4, TYPHLOSION Lv3, TAILLOW Lv3, TYRANITAR Lv6, CORPHISH Lv6, DEWGONG Lv6, LATIOS Lv6, NIDORINA Lv6, KIRLIA Lv6, HAPPINY Lv6, CRESSELIA Lv6, CYNDAQUIL Lv6, PRINPLUP Lv6, POLITOED Lv6, GARCHOMP Lv6
Set #171 - Ravaged Path Surfing (rate=10) - MAREEP Lvs 20-30, EXPLOUD Lvs 20-30, DUSKNOIR Lvs 20-40, GOLDUCK Lvs 20-40, MAGNEMITE Lvs 20-40
Set #172 - Ravaged Path Old Rod (rate=25) - ARBOK Lvs 4-6, SWALOT Lvs 3-7, GULPIN Lvs 5-10, MACHOKE Lvs 5-10, PRIMEAPE Lvs 5-15
Set #173 - Ravaged Path Good Rod (rate=50) - HARIYAMA Lvs 15-20, KRICKETUNE Lvs 15-20, LUXRAY Lvs 10-25, SHELLOS Lvs 10-25, CHERRIM Lvs 10-25
Set #174 - Ravaged Path Super Rod (rate=75) - MAGCARGO Lvs 30-55, TENTACOOL Lvs 30-40, CARVANHA Lvs 40-55, LICKITUNG Lvs 40-55, FROSLASS Lvs 40-55
Set #175 - Oreburgh Gate Grass/Cave (rate=10) - BUTTERFREE Lv5, PIDGEOTTO Lv5, NINETALES Lv6, GROVYLE Lv6, PRIMEAPE Lv5, ANORITH Lv5, DUSKNOIR Lv7, HERACROSS Lv7, GLACEON Lv7, GABITE Lv8, MUNCHLAX Lv7, CHINCHOU Lv8
Set #176 - Oreburgh Gate Swarm/Radar/GBA (rate=10) - LINOONE Lv5, RAMPARDOS Lv5, GIRAFARIG Lv5, LOUDRED Lv5, SLOWKING Lv7, MINUN Lv8, KABUTO Lv7, GENGAR Lv8, KINGDRA Lv7, HIPPOWDON Lv8, MAGMAR Lv7, CHIMCHAR Lv8, JIGGLYPUFF Lv7, LOPUNNY Lv8, FLAREON Lv7, MILOTIC Lv8
Set #177 - Oreburgh Gate Grass/Cave (rate=10) - CELEBI Lv6, CARVANHA Lv8, GROUDON Lv7, GENGAR Lv9, KIRLIA Lv6, ROSERADE Lv8, VENUSAUR Lv10, DRAGONAIR Lv8, DUSKNOIR Lv9, RATICATE Lv10, HIPPOPOTAS Lv9, GABITE Lv10
Set #178 - Oreburgh Gate Swarm/Radar/GBA (rate=10) - CACTURNE Lv6, PUPITAR Lv8, BUTTERFREE Lv6, CHIMCHAR Lv8, POLIWRATH Lv9, LANTURN Lv10, VICTREEBEL Lv9, TYPHLOSION Lv10, PRINPLUP Lv9, NINCADA Lv10, ODDISH Lv9, WOBBUFFET Lv10, NOSEPASS Lv9, GIBLE Lv10, PORYGON Lv9, LINOONE Lv10
Set #179 - Oreburgh Gate Surfing (rate=10) - MEDICHAM Lvs 20-30, SWAMPERT Lvs 20-30, GROTLE Lvs 20-40, ZIGZAGOON Lvs 20-40, SHARPEDO Lvs 20-40
Set #180 - Oreburgh Gate Old Rod (rate=25) - NOCTOWL Lvs 4-6, SWAMPERT Lvs 3-7, FORRETRESS Lvs 5-10, GROVYLE Lvs 5-10, DITTO Lvs 5-15
Set #181 - Oreburgh Gate Good Rod (rate=50) - RELICANTH Lvs 15-20, BIBAREL Lvs 15-20, DUSTOX Lvs 10-25, GROUDON Lvs 10-25, FORRETRESS Lvs 10-25
Set #182 - Oreburgh Gate Super Rod (rate=75) - RHYPERIOR Lvs 30-55, WHISCASH Lvs 30-40, SWELLOW Lvs 40-55, CRANIDOS Lvs 40-55, VIGOROTH Lvs 40-55
Set #183 - Stark Mountain Grass/Cave (rate=10) - MEDITITE Lv53, CHINCHOU Lv54, VAPOREON Lv51, SNUBBULL Lv51, WEEPINBELL Lv53, UMBREON Lv52, CRADILY Lv53, VOLTORB Lv53, BAYLEEF Lv51, NIDORINA Lv52, PUPITAR Lv51, BARBOACH Lv52
Set #184 - Stark Mountain Swarm/Radar/GBA (rate=10) - GEODUDE Lv53, SEAKING Lv54, WYNAUT Lv53, ZUBAT Lv52, GASTRODON Lv51, PORYGON-Z Lv52, SLOWBRO Lv51, LUVDISC Lv52, CHIMECHO Lv51, MASQUERAIN Lv52, GIRAFARIG Lv51, RAICHU Lv52, REGISTEEL Lv51, FLAREON Lv52, TEDDIURSA Lv51, MISDREAVUS Lv52
Set #185 - Stark Mountain Grass/Cave (rate=10) - LAPRAS Lv54, LOPUNNY Lv54, KIRLIA Lv52, GLOOM Lv51, PHANPY Lv52, GLACEON Lv53, SKARMORY Lv51, SABLEYE Lv53, BLISSEY Lv52, VOLBEAT Lv52, MAGIKARP Lv52, PORYGON2 Lv52
Set #186 - Stark Mountain Swarm/Radar/GBA (rate=10) - GASTLY Lv54, HUNTAIL Lv54, NINJASK Lv52, REGIROCK Lv53, NUMEL Lv52, GROWLITHE Lv52, WALREIN Lv52, WHISMUR Lv52, WOBBUFFET Lv52, FLOATZEL Lv52, CACNEA Lv52, DIGLETT Lv52, RAYQUAZA Lv52, SCIZOR Lv52, CATERPIE Lv52, STARMIE Lv52
Set #187 - Stark Mountain Grass/Cave (rate=10) - SNORUNT Lv53, CROCONAW Lv55, LICKITUNG Lv53, LEAFEON Lv52, BEAUTIFLY Lv55, WARTORTLE Lv54, DUNSPARCE Lv52, EKANS Lv54, MEWTWO Lv53, ELECTABUZZ Lv53, FROSLASS Lv53, EEVEE Lv53
Set #188 - Stark Mountain Swarm/Radar/GBA (rate=10) - LICKILICKY Lv53, ARCANINE Lv55, SPINDA Lv55, BANETTE Lv54, LEDIAN Lv53, HOUNDOUR Lv53, HOOTHOOT Lv53, BURMY Lv53, SENTRET Lv53, TYROGUE Lv53, AZURILL Lv53, CRAWDAUNT Lv53, RAPIDASH Lv53, PORYGON Lv53, KABUTO Lv53, PONYTA Lv53
Set #189 - Sendoff Spring Grass/Cave (rate=30) - MAGMAR Lv38, CROBAT Lv37, PIDGEY Lv39, SEALEO Lv38, CHIMECHO Lv38, CLEFAIRY Lv40, CUBONE Lv37, DUNSPARCE Lv37, TENTACRUEL Lv40, KRICKETOT Lv39, VIGOROTH Lv40, BLASTOISE Lv39
Set #190 - Sendoff Spring Swarm/Radar/GBA (rate=30) - SMEARGLE Lv38, GROTLE Lv37, ARTICUNO Lv38, SKIPLOOM Lv40, ZUBAT Lv40, PHANPY Lv39, WAILMER Lv40, SANDSLASH Lv39, LICKILICKY Lv40, GOLBAT Lv39, GRIMER Lv40, DUSTOX Lv39, GLAMEOW Lv40, LUMINEON Lv39, AERODACTYL Lv40, ELECTRIKE Lv39
Set #191 - Sendoff Spring Surfing (rate=10) - SHUCKLE Lvs 20-40, KINGLER Lvs 20-40, FLYGON Lvs 20-40, CROCONAW Lvs 20-40, TOGEKISS Lvs 20-40
Set #192 - Sendoff Spring Old Rod (rate=25) - MAGMAR Lvs 4-6, GROUDON Lvs 3-7, MANAPHY Lvs 5-10, BUDEW Lvs 5-10, CASTFORM Lvs 5-15
Set #193 - Sendoff Spring Good Rod (rate=50) - KRICKETOT Lvs 15-20, MACHOP Lvs 15-20, SQUIRTLE Lvs 10-25, PACHIRISU Lvs 10-25, CLEFAIRY Lvs 10-25
Set #194 - Sendoff Spring Super Rod (rate=75) - PINECO Lvs 30-40, BUTTERFREE Lvs 30-40, GIBLE Lvs 40-55, MAKUHITA Lvs 40-55, CLEFAIRY Lvs 40-55
Set #195 - ? Unknown ? Grass/Cave (rate=15) - MASQUERAIN Lv15, CORPHISH Lv15, DONPHAN Lv16, ELEKID Lv17, BURMY Lv17, WALREIN Lv17, MEDITITE Lv18, BASTIODON Lv16, BLASTOISE Lv18, MAGMORTAR Lv18, TANGROWTH Lv18, CHATOT Lv18
Set #196 - ? Unknown ? Swarm/Radar/GBA (rate=15) - MILOTIC Lv15, SLAKOTH Lv15, MOTHIM Lv17, WALREIN Lv17, RAPIDASH Lv18, MINUN Lv18, SKIPLOOM Lv18, CORSOLA Lv18, SCYTHER Lv18, RATICATE Lv18, SKITTY Lv18, WIGGLYTUFF Lv18, TORCHIC Lv18, SHAYMIN Lv18, LUXIO Lv18, PRIMEAPE Lv18
Set #197 - ? Unknown ? Grass/Cave (rate=15) - LICKITUNG Lv35, GROUDON Lv35, LICKILICKY Lv36, SLOWBRO Lv37, GOLBAT Lv37, CROBAT Lv37, HOUNDOUR Lv38, DRAGONAIR Lv36, DODRIO Lv38, PURUGLY Lv38, HORSEA Lv38, VESPIQUEN Lv38
Set #198 - ? Unknown ? Swarm/Radar/GBA (rate=15) - SKORUPI Lv35, DUSKULL Lv35, STARYU Lv37, DARKRAI Lv37, CHARMELEON Lv38, MURKROW Lv38, GIRATINA Lv38, NIDORINA Lv38, CACTURNE Lv38, KANGASKHAN Lv38, TOTODILE Lv38, WARTORTLE Lv38, SWAMPERT Lv38, NATU Lv38, MIME JR. Lv38, STARAVIA Lv38
Set #199 - ? Unknown ? Grass/Cave (rate=15) - SHELGON Lv35, MILTANK Lv35, SNORUNT Lv36, CRANIDOS Lv37, WHISCASH Lv37, SEEDOT Lv37, WAILMER Lv38, MIME JR. Lv36, PALKIA Lv37, MAROWAK Lv37, MISDREAVUS Lv37, ARCANINE Lv37
Set #200 - ? Unknown ? Swarm/Radar/GBA (rate=15) - SHUCKLE Lv35, PUPITAR Lv35, MEWTWO Lv37, BONSLY Lv37, MACHOKE Lv37, DEWGONG Lv37, NIDOQUEEN Lv37, SKORUPI Lv37, MACHAMP Lv37, CLEFABLE Lv37, MAMOSWINE Lv37, SPIRITOMB Lv37, ELECTRIKE Lv37, PHIONE Lv37, GROVYLE Lv37, CACTURNE Lv37
Set #201 - Turnback Cave Grass/Cave (rate=15) - ROTOM Lv15, DODRIO Lv15, SLAKING Lv16, CRADILY Lv17, LAIRON Lv17, SLOWKING Lv17, CORPHISH Lv18, EEVEE Lv16, ARTICUNO Lv18, METANG Lv18, DELCATTY Lv18, ELECTRODE Lv18
Set #202 - Turnback Cave Swarm/Radar/GBA (rate=15) - STUNKY Lv15, SPINDA Lv15, BLISSEY Lv17, CROCONAW Lv17, PICHU Lv18, SWINUB Lv18, QUAGSIRE Lv18, DODUO Lv18, REGIGIGAS Lv18, PIDGEOT Lv18, CHARMELEON Lv18, MANAPHY Lv18, SHROOMISH Lv18, SEADRA Lv18, VAPOREON Lv18, LOMBRE Lv18
Set #203 - Turnback Cave Grass/Cave (rate=15) - SNORLAX Lv15, TOGETIC Lv15, GARDEVOIR Lv16, XATU Lv17, LATIOS Lv17, BULBASAUR Lv17, WEEDLE Lv18, LUVDISC Lv16, NIDORINO Lv18, PARASECT Lv18, ARBOK Lv18, YANMA Lv18
Set #204 - Turnback Cave Swarm/Radar/GBA (rate=15) - HEATRAN Lv15, SMEARGLE Lv15, TORTERRA Lv17, WYNAUT Lv17, RIOLU Lv18, GOREBYSS Lv18, CRESSELIA Lv18, GALLADE Lv18, WEEPINBELL Lv18, DONPHAN Lv18, TOGEPI Lv18, GLALIE Lv18, SOLROCK Lv18, NIDORINA Lv18, GABITE Lv18, SHEDINJA Lv18
Set #205 - Turnback Cave Grass/Cave (rate=15) - ELECTIVIRE Lv15, KADABRA Lv15, DUSCLOPS Lv16, ROSELIA Lv17, METAPOD Lv17, AGGRON Lv17, GROUDON Lv18, DUSKNOIR Lv16, SUNFLORA Lv18, SCIZOR Lv18, MACHOP Lv18, DROWZEE Lv18
Set #206 - Turnback Cave Swarm/Radar/GBA (rate=15) - LOTAD Lv15, SABLEYE Lv15, GEODUDE Lv17, AMBIPOM Lv17, ARCANINE Lv18, TOGEKISS Lv18, MUK Lv18, BONSLY Lv18, RAMPARDOS Lv18, DRIFBLIM Lv18, PILOSWINE Lv18, GOLDUCK Lv18, VULPIX Lv18, SPHEAL Lv18, REMORAID Lv18, WURMPLE Lv18
Set #207 - Turnback Cave Grass/Cave (rate=15) - BRELOOM Lv15, SKITTY Lv15, BLASTOISE Lv16, FURRET Lv17, TREECKO Lv17, HARIYAMA Lv17, NUZLEAF Lv18, SEADRA Lv16, MEW Lv18, HO-OH Lv18, LOPUNNY Lv18, SEEL Lv18
Set #208 - Turnback Cave Swarm/Radar/GBA (rate=15) - COMBEE Lv15, FERALIGATR Lv15, MEDICHAM Lv17, SPHEAL Lv17, PUPITAR Lv18, SKUNTANK Lv18, BALTOY Lv18, DITTO Lv18, IGGLYBUFF Lv18, FLOATZEL Lv18, CLAYDOL Lv18, CHINGLING Lv18, MEDITITE Lv18, SPIRITOMB Lv18, TREECKO Lv18, GASTLY Lv18
Set #209 - Turnback Cave Grass/Cave (rate=15) - VICTREEBEL Lv15, LILEEP Lv15, GROVYLE Lv16, LOPUNNY Lv17, GEODUDE Lv17, MAKUHITA Lv17, UMBREON Lv18, SCYTHER Lv16, SWELLOW Lv18, PORYGON2 Lv18, HARIYAMA Lv18, TOXICROAK Lv18
Set #210 - Turnback Cave Swarm/Radar/GBA (rate=15) - PORYGON Lv15, ROSELIA Lv15, VENONAT Lv17, MAGCARGO Lv17, VENUSAUR Lv18, KECLEON Lv18, SANDSHREW Lv18, AERODACTYL Lv18, PILOSWINE Lv18, QWILFISH Lv18, EKANS Lv18, VOLTORB Lv18, HEATRAN Lv18, NATU Lv18, BUIZEL Lv18, KYOGRE Lv18
Set #211 - Turnback Cave Grass/Cave (rate=15) - CUBONE Lv15, CASTFORM Lv15, RATICATE Lv16, GOREBYSS Lv17, SLOWBRO Lv17, BALTOY Lv17, CRAWDAUNT Lv18, YANMEGA Lv16, BIDOOF Lv18, PINSIR Lv18, METAGROSS Lv18, POLITOED Lv18
Set #212 - Turnback Cave Swarm/Radar/GBA (rate=15) - HO-OH Lv15, PONYTA Lv15, KABUTO Lv17, NATU Lv17, KRICKETUNE Lv18, ABSOL Lv18, LARVITAR Lv18, KRABBY Lv18, VENUSAUR Lv18, BARBOACH Lv18, LUMINEON Lv18, DITTO Lv18, INFERNAPE Lv18, MACHOKE Lv18, SWINUB Lv18, MASQUERAIN Lv18
Set #213 - Turnback Cave Grass/Cave (rate=15) - GRAVELER Lv25, SABLEYE Lv25, HYPNO Lv26, MINUN Lv27, WALREIN Lv27, SENTRET Lv27, LAPRAS Lv25, MISMAGIUS Lv26, SKUNTANK Lv28, MARSHTOMP Lv28, SEAKING Lv28, GIRATINA Lv28
Set #214 - Turnback Cave Swarm/Radar/GBA (rate=15) - JUMPLUFF Lv25, WOBBUFFET Lv25, LOPUNNY Lv27, PIDGEY Lv27, VULPIX Lv28, GENGAR Lv28, GYARADOS Lv28, UNOWN Lv28, AERODACTYL Lv28, SUNKERN Lv28, CELEBI Lv28, QUILAVA Lv28, FURRET Lv28, GRUMPIG Lv28, MARILL Lv28, MAWILE Lv28
Set #215 - Turnback Cave Grass/Cave (rate=15) - DRIFLOON Lv25, OCTILLERY Lv25, KABUTOPS Lv26, CUBONE Lv27, BLASTOISE Lv27, MANTINE Lv27, GRAVELER Lv28, MACHOP Lv26, BIBAREL Lv28, CLEFABLE Lv28, ILLUMISE Lv28, BARBOACH Lv28
